Job_ID,Task_Start_Time,Task_End_Time,CPU_Utilization (%),Memory_Consumption (MB),Task_Execution_Time (ms),System_Throughput (tasks/sec),Task_Waiting_Time (ms),Data_Source,Number_of_Active_Users,Network_Bandwidth_Utilization (Mbps),Job_Priority,Scheduler_Type,Resource_Allocation_Type,Error_Rate (%)
JOB_172,2024-01-01 02:51:00,2024-01-01 02:51:00,11.33,731,2515,8.44,882,Social Media,292,676.8,High,ASB-Dynamic-CapsNet,Static,2.7
JOB_173,2024-01-01 02:52:00,2024-01-01 02:52:00,50.97,2417,2140,2.68,957,Cloud,1736,846.4,Low,FCFS,Dynamic,0.66
JOB_174,2024-01-01 02:53:00,2024-01-01 02:53:00,28.12,842,4439,0.84,361,Enterprise DB,2871,179.64,Medium,Round Robin,Dynamic,4.45
JOB_175,2024-01-01 02:54:00,2024-01-01 02:54:00,61.61,5072,3049,8.14,994,Social Media,1890,457.99,Medium,FCFS,Static,2.94
JOB_176,2024-01-01 02:55:00,2024-01-01 02:55:00,23.95,6418,4361,6.35,491,Social Media,474,326.0,Low,ASB-Dynamic-CapsNet,Dynamic,1.17
JOB_177,2024-01-01 02:56:00,2024-01-01 02:56:00,65.28,3123,3566,1.46,326,Social Media,2177,290.53,Medium,FCFS,Dynamic,1.54
JOB_178,2024-01-01 02:57:00,2024-01-01 02:57:00,40.94,954,3188,6.08,746,Cloud,744,862.21,Low,Round Robin,Dynamic,2.58
JOB_179,2024-01-01 02:58:00,2024-01-01 02:58:00,84.94,5851,4923,4.8,406,Social Media,403,427.44,High,ASB-Dynamic-CapsNet,Static,3.63
JOB_180,2024-01-01 02:59:00,2024-01-01 02:59:00,21.0,4884,1215,7.86,98,IoT,3740,345.69,Low,Round Robin,Static,2.44
JOB_181,2024-01-01 03:00:00,2024-01-01 03:00:00,37.29,5832,4678,2.49,243,Enterprise DB,1739,607.48,Low,ASB-Dynamic-CapsNet,Dynamic,0.95
JOB_182,2024-01-01 03:01:00,2024-01-01 03:01:00,19.08,6901,2690,4.8,177,Cloud,342,227.21,Low,Priority-Based,Dynamic,3.54
JOB_183,2024-01-01 03:02:00,2024-01-01 03:02:00,83.98,5125,3673,1.98,752,Cloud,766,237.59,High,FCFS,Dynamic,0.59
JOB_184,2024-01-01 03:03:00,2024-01-01 03:03:00,80.19,7330,3078,9.6,135,Social Media,4674,525.09,Low,FCFS,Static,4.05
JOB_185,2024-01-01 03:04:00,2024-01-01 03:04:00,30.64,7572,2547,7.9,582,Enterprise DB,4625,415.18,Low,Round Robin,Dynamic,1.98
JOB_186,2024-01-01 03:05:00,2024-01-01 03:05:00,62.8,2776,1330,7.5,129,Social Media,4622,302.03,High,Priority-Based,Static,3.26
JOB_187,2024-01-01 03:06:00,2024-01-01 03:06:00,75.38,7893,2766,7.06,437,Social Media,4170,63.41,Medium,Round Robin,Static,1.72
JOB_188,2024-01-01 03:07:00,2024-01-01 03:07:00,54.42,1095,4954,4.52,199,Cloud,2528,525.57,Medium,Round Robin,Dynamic,3.35
JOB_189,2024-01-01 03:08:00,2024-01-01 03:08:00,52.37,4374,4358,9.27,642,IoT,2414,818.44,Low,ASB-Dynamic-CapsNet,Static,4.45
JOB_190,2024-01-01 03:09:00,2024-01-01 03:09:00,29.35,5030,2694,1.19,437,Enterprise DB,687,852.86,High,Priority-Based,Static,3.51
JOB_191,2024-01-01 03:10:00,2024-01-01 03:10:00,17.45,5477,3530,8.13,569,Enterprise DB,2455,243.09,High,ASB-Dynamic-CapsNet,Static,3.36
JOB_192,2024-01-01 03:11:00,2024-01-01 03:11:00,81.78,7664,3017,2.54,211,Enterprise DB,1349,603.64,Low,Round Robin,Static,3.79
JOB_193,2024-01-01 03:12:00,2024-01-01 03:12:00,82.03,6377,3052,3.58,68,Enterprise DB,3998,857.32,Low,ASB-Dynamic-CapsNet,Static,2.5
JOB_194,2024-01-01 03:13:00,2024-01-01 03:13:00,60.65,4997,2095,5.43,706,IoT,739,414.64,Medium,ASB-Dynamic-CapsNet,Dynamic,1.1
JOB_195,2024-01-01 03:14:00,2024-01-01 03:14:00,37.12,3169,3991,7.94,232,Cloud,4489,932.82,Medium,FCFS,Static,4.08
JOB_196,2024-01-01 03:15:00,2024-01-01 03:15:00,37.94,2635,406,8.47,501,IoT,2656,903.95,Low,Priority-Based,Static,3.24
JOB_197,2024-01-01 03:16:00,2024-01-01 03:16:00,68.08,7227,1462,6.05,20,Social Media,761,216.05,High,FCFS,Static,1.57
JOB_198,2024-01-01 03:17:00,2024-01-01 03:17:00,81.77,4464,2202,4.33,802,Cloud,2660,266.38,Low,Priority-Based,Static,1.38
JOB_199,2024-01-01 03:18:00,2024-01-01 03:18:00,80.97,2065,3130,9.49,710,IoT,488,188.64,High,FCFS,Static,2.5
JOB_200,2024-01-01 03:19:00,2024-01-01 03:19:00,72.39,808,432,2.84,521,Enterprise DB,3583,204.09,Medium,Round Robin,Dynamic,1.04
JOB_201,2024-01-01 03:20:00,2024-01-01 03:20:00,61.36,7549,2852,8.13,823,Enterprise DB,3928,908.78,Low,FCFS,Dynamic,4.39
JOB_202,2024-01-01 03:21:00,2024-01-01 03:21:00,16.73,842,342,6.31,319,Cloud,3391,931.83,High,Priority-Based,Static,3.94
JOB_203,2024-01-01 03:22:00,2024-01-01 03:22:00,22.93,935,1984,4.08,758,IoT,3142,61.38,Medium,Priority-Based,Dynamic,1.54
JOB_204,2024-01-01 03:23:00,2024-01-01 03:23:00,81.88,676,1532,0.51,43,Cloud,4288,597.67,Low,Priority-Based,Static,0.25
JOB_205,2024-01-01 03:24:00,2024-01-01 03:24:00,58.51,638,2650,4.74,349,Enterprise DB,1833,568.59,Low,FCFS,Dynamic,0.26
JOB_206,2024-01-01 03:25:00,2024-01-01 03:25:00,10.74,693,402,3.13,656,IoT,917,396.64,Medium,ASB-Dynamic-CapsNet,Dynamic,1.49
JOB_207,2024-01-01 03:26:00,2024-01-01 03:26:00,18.12,3757,4430,1.49,490,Enterprise DB,1538,635.38,Low,FCFS,Static,0.74
JOB_208,2024-01-01 03:27:00,2024-01-01 03:27:00,63.08,7885,3209,1.21,583,Cloud,517,947.89,Medium,ASB-Dynamic-CapsNet,Static,4.37
JOB_209,2024-01-01 03:28:00,2024-01-01 03:28:00,10.4,3735,2286,3.8,834,Cloud,3971,178.55,High,FCFS,Static,2.1
JOB_210,2024-01-01 03:29:00,2024-01-01 03:29:00,22.86,5780,4390,6.34,748,Cloud,1467,129.21,Low,Round Robin,Static,1.74
JOB_211,2024-01-01 03:30:00,2024-01-01 03:30:00,53.9,1442,1650,8.46,102,Cloud,1826,43.06,Medium,Round Robin,Dynamic,1.09
JOB_212,2024-01-01 03:31:00,2024-01-01 03:31:00,65.35,5120,1892,2.24,637,Cloud,1131,370.19,Medium,FCFS,Static,4.21
JOB_213,2024-01-01 03:32:00,2024-01-01 03:32:00,62.16,4379,746,4.53,853,Social Media,4986,344.25,High,FCFS,Dynamic,3.96
JOB_214,2024-01-01 03:33:00,2024-01-01 03:33:00,27.94,6220,4756,4.22,142,Cloud,2975,436.51,Low,FCFS,Static,1.92
JOB_215,2024-01-01 03:34:00,2024-01-01 03:34:00,66.97,3613,812,5.38,853,Cloud,4134,508.28,Medium,Round Robin,Static,0.85
JOB_216,2024-01-01 03:35:00,2024-01-01 03:35:00,28.98,3462,4608,8.19,998,Enterprise DB,4111,760.25,Medium,ASB-Dynamic-CapsNet,Dynamic,4.76
JOB_217,2024-01-01 03:36:00,2024-01-01 03:36:00,36.03,6853,637,5.76,428,Cloud,1061,398.19,Medium,Priority-Based,Static,1.58
JOB_218,2024-01-01 03:37:00,2024-01-01 03:37:00,69.72,5336,334,8.54,477,IoT,863,337.31,Low,ASB-Dynamic-CapsNet,Static,3.86
JOB_219,2024-01-01 03:38:00,2024-01-01 03:38:00,61.97,5457,2496,5.43,814,Cloud,3996,828.61,Low,FCFS,Dynamic,2.32
JOB_220,2024-01-01 03:39:00,2024-01-01 03:39:00,77.94,7942,1604,6.24,453,Social Media,2366,851.3,High,Round Robin,Dynamic,3.91
JOB_221,2024-01-01 03:40:00,2024-01-01 03:40:00,62.61,1453,1474,4.66,714,Cloud,2193,240.44,High,Priority-Based,Static,2.41
JOB_222,2024-01-01 03:41:00,2024-01-01 03:41:00,55.46,1802,4611,8.32,921,Enterprise DB,322,321.53,High,ASB-Dynamic-CapsNet,Dynamic,4.63
JOB_223,2024-01-01 03:42:00,2024-01-01 03:42:00,17.49,5870,2009,9.28,39,IoT,3694,826.87,Low,FCFS,Static,4.0
JOB_224,2024-01-01 03:43:00,2024-01-01 03:43:00,39.42,3881,1015,6.57,978,IoT,1766,88.61,Medium,Round Robin,Dynamic,1.3
JOB_225,2024-01-01 03:44:00,2024-01-01 03:44:00,31.22,6339,4058,8.3,307,Cloud,3025,332.59,Low,Round Robin,Static,2.15
JOB_226,2024-01-01 03:45:00,2024-01-01 03:45:00,29.52,3380,180,1.06,70,Cloud,4150,453.87,Low,Priority-Based,Dynamic,0.5
JOB_227,2024-01-01 03:46:00,2024-01-01 03:46:00,87.84,2687,2183,9.11,467,Cloud,406,195.2,Low,ASB-Dynamic-CapsNet,Dynamic,4.52
JOB_228,2024-01-01 03:47:00,2024-01-01 03:47:00,41.45,5387,2788,2.29,982,Cloud,253,188.12,High,Round Robin,Dynamic,0.35
JOB_229,2024-01-01 03:48:00,2024-01-01 03:48:00,81.36,1045,1790,2.94,313,Enterprise DB,3795,430.61,Medium,FCFS,Static,0.09
JOB_230,2024-01-01 03:49:00,2024-01-01 03:49:00,60.49,6440,856,1.01,967,Enterprise DB,1646,756.98,Low,FCFS,Static,2.48
JOB_231,2024-01-01 03:50:00,2024-01-01 03:50:00,73.58,5612,2770,9.67,349,IoT,546,841.83,High,Priority-Based,Static,3.02
JOB_232,2024-01-01 03:51:00,2024-01-01 03:51:00,50.21,2427,3851,8.59,870,Cloud,4847,979.44,Low,ASB-Dynamic-CapsNet,Dynamic,1.12
JOB_233,2024-01-01 03:52:00,2024-01-01 03:52:00,56.15,6149,3652,9.18,457,Enterprise DB,4982,83.24,Medium,Round Robin,Dynamic,2.85
JOB_234,2024-01-01 03:53:00,2024-01-01 03:53:00,49.4,4652,567,8.55,962,Enterprise DB,112,224.52,High,Priority-Based,Dynamic,4.48
JOB_235,2024-01-01 03:54:00,2024-01-01 03:54:00,25.62,6755,1594,5.06,845,IoT,1629,759.06,Low,ASB-Dynamic-CapsNet,Dynamic,3.13
JOB_236,2024-01-01 03:55:00,2024-01-01 03:55:00,67.8,504,1119,9.28,311,IoT,4384,545.19,High,ASB-Dynamic-CapsNet,Static,2.28
JOB_237,2024-01-01 03:56:00,2024-01-01 03:56:00,32.46,3981,1001,9.71,890,Social Media,589,334.4,Medium,Round Robin,Dynamic,0.72
JOB_238,2024-01-01 03:57:00,2024-01-01 03:57:00,11.95,6033,772,5.27,549,Enterprise DB,4343,213.53,Medium,Priority-Based,Dynamic,0.84
JOB_239,2024-01-01 03:58:00,2024-01-01 03:58:00,61.64,3753,538,2.17,494,IoT,4926,287.67,High,Priority-Based,Static,2.42
JOB_240,2024-01-01 03:59:00,2024-01-01 03:59:00,24.17,7680,4322,6.76,86,Enterprise DB,4175,435.0,Low,Priority-Based,Static,2.32
JOB_241,2024-01-01 04:00:00,2024-01-01 04:00:00,85.24,1862,2176,9.77,642,Enterprise DB,2763,185.38,Medium,Priority-Based,Dynamic,2.61
JOB_242,2024-01-01 04:01:00,2024-01-01 04:01:00,86.31,2320,544,8.79,524,Cloud,1130,964.58,Medium,ASB-Dynamic-CapsNet,Dynamic,2.54
JOB_243,2024-01-01 04:02:00,2024-01-01 04:02:00,83.19,5878,1065,8.69,558,Cloud,1905,116.51,Low,Priority-Based,Dynamic,1.71
JOB_244,2024-01-01 04:03:00,2024-01-01 04:03:00,39.61,6733,3890,9.37,953,Cloud,3554,985.72,High,Priority-Based,Static,3.48
JOB_245,2024-01-01 04:04:00,2024-01-01 04:04:00,11.24,3163,563,8.99,668,Cloud,3429,843.47,High,Round Robin,Dynamic,1.06
JOB_246,2024-01-01 04:05:00,2024-01-01 04:05:00,84.27,3438,2298,7.87,101,Enterprise DB,1648,428.92,Low,FCFS,Dynamic,4.26
JOB_247,2024-01-01 04:06:00,2024-01-01 04:06:00,44.25,7341,2387,7.32,860,Social Media,1678,742.42,Medium,ASB-Dynamic-CapsNet,Dynamic,0.97
JOB_248,2024-01-01 04:07:00,2024-01-01 04:07:00,87.33,1773,3865,3.02,794,Social Media,3228,674.8,Medium,Round Robin,Static,2.08
JOB_249,2024-01-01 04:08:00,2024-01-01 04:08:00,87.09,3826,3276,6.4,475,Social Media,2697,221.15,Low,Round Robin,Dynamic,1.05
JOB_250,2024-01-01 04:09:00,2024-01-01 04:09:00,78.24,4159,4108,5.45,475,Enterprise DB,3422,345.68,Low,Round Robin,Static,3.09
JOB_251,2024-01-01 04:10:00,2024-01-01 04:10:00,33.56,3445,3604,8.69,898,Social Media,1119,517.99,High,ASB-Dynamic-CapsNet,Static,2.39
JOB_252,2024-01-01 04:11:00,2024-01-01 04:11:00,40.81,3518,1012,5.17,608,Enterprise DB,2826,641.47,High,FCFS,Static,1.87
JOB_253,2024-01-01 04:12:00,2024-01-01 04:12:00,78.09,1631,596,1.71,49,IoT,1242,547.47,Low,ASB-Dynamic-CapsNet,Static,2.38
JOB_254,2024-01-01 04:13:00,2024-01-01 04:13:00,35.35,5263,1563,0.55,699,Social Media,863,478.26,Medium,Priority-Based,Static,2.11
JOB_255,2024-01-01 04:14:00,2024-01-01 04:14:00,23.56,7237,4353,6.94,338,Enterprise DB,1202,448.72,High,FCFS,Dynamic,4.28
JOB_256,2024-01-01 04:15:00,2024-01-01 04:15:00,54.54,3136,4367,5.72,294,IoT,2805,503.28,Low,ASB-Dynamic-CapsNet,Dynamic,0.62
JOB_257,2024-01-01 04:16:00,2024-01-01 04:16:00,84.89,7128,593,3.64,956,Cloud,1933,440.01,Medium,ASB-Dynamic-CapsNet,Static,3.97
JOB_258,2024-01-01 04:17:00,2024-01-01 04:17:00,65.68,3529,1526,2.11,563,IoT,317,545.92,High,Priority-Based,Static,3.28
JOB_259,2024-01-01 04:18:00,2024-01-01 04:18:00,55.6,3519,1792,4.93,806,IoT,3721,889.11,Low,ASB-Dynamic-CapsNet,Dynamic,1.74
JOB_260,2024-01-01 04:19:00,2024-01-01 04:19:00,17.77,5877,1893,1.45,75,Social Media,2862,636.5,Low,FCFS,Static,4.6
JOB_261,2024-01-01 04:20:00,2024-01-01 04:20:00,59.2,7282,2823,3.69,645,Cloud,4730,725.39,Medium,Round Robin,Dynamic,0.88
JOB_262,2024-01-01 04:21:00,2024-01-01 04:21:00,89.2,5592,758,4.1,666,Cloud,4135,601.51,Medium,ASB-Dynamic-CapsNet,Dynamic,1.55
JOB_263,2024-01-01 04:22:00,2024-01-01 04:22:00,21.21,6522,4861,4.92,641,Social Media,433,646.59,Low,ASB-Dynamic-CapsNet,Static,1.87
JOB_264,2024-01-01 04:23:00,2024-01-01 04:23:00,51.47,4877,4562,4.93,118,IoT,4006,582.57,Medium,FCFS,Dynamic,3.24
JOB_265,2024-01-01 04:24:00,2024-01-01 04:24:00,80.19,7629,649,2.94,424,Enterprise DB,2900,36.6,Low,ASB-Dynamic-CapsNet,Dynamic,4.73
JOB_266,2024-01-01 04:25:00,2024-01-01 04:25:00,69.26,3659,742,8.58,101,Social Media,4575,999.6,Medium,Round Robin,Dynamic,2.97
JOB_267,2024-01-01 04:26:00,2024-01-01 04:26:00,65.76,5823,4450,3.88,377,IoT,3461,43.27,Medium,Priority-Based,Static,4.28
JOB_268,2024-01-01 04:27:00,2024-01-01 04:27:00,66.2,6659,307,2.68,829,Enterprise DB,1099,401.2,High,Priority-Based,Dynamic,4.52
JOB_269,2024-01-01 04:28:00,2024-01-01 04:28:00,38.76,7818,2597,2.17,432,Social Media,1883,114.06,High,Priority-Based,Dynamic,2.33
JOB_270,2024-01-01 04:29:00,2024-01-01 04:29:00,33.49,5531,4290,3.56,581,Social Media,847,105.96,Medium,Round Robin,Dynamic,2.36
JOB_271,2024-01-01 04:30:00,2024-01-01 04:30:00,74.75,753,1983,1.14,871,Cloud,4517,795.59,Low,Priority-Based,Static,1.25
JOB_272,2024-01-01 04:31:00,2024-01-01 04:31:00,74.81,5807,2986,0.81,748,Cloud,3025,431.67,Medium,FCFS,Static,3.01
JOB_273,2024-01-01 04:32:00,2024-01-01 04:32:00,79.37,828,577,6.25,249,Cloud,1340,803.13,High,FCFS,Static,0.6
JOB_274,2024-01-01 04:33:00,2024-01-01 04:33:00,83.06,3091,861,6.38,444,Enterprise DB,2237,280.06,Low,Round Robin,Static,3.17
JOB_275,2024-01-01 04:34:00,2024-01-01 04:34:00,50.91,3330,289,5.53,221,Social Media,116,263.9,Medium,Round Robin,Dynamic,4.46
JOB_276,2024-01-01 04:35:00,2024-01-01 04:35:00,50.12,3544,855,7.74,409,Cloud,1442,258.72,Medium,Round Robin,Dynamic,3.8
JOB_277,2024-01-01 04:36:00,2024-01-01 04:36:00,73.86,1920,1546,0.87,619,Cloud,4041,619.98,Medium,FCFS,Dynamic,3.25
JOB_278,2024-01-01 04:37:00,2024-01-01 04:37:00,62.0,6136,1763,9.39,535,Social Media,3071,816.85,Medium,Round Robin,Dynamic,4.19
JOB_279,2024-01-01 04:38:00,2024-01-01 04:38:00,66.16,3901,1935,1.4,739,Enterprise DB,1751,457.74,High,Round Robin,Static,3.65
JOB_280,2024-01-01 04:39:00,2024-01-01 04:39:00,73.66,3392,4328,6.9,477,Cloud,628,385.46,High,Priority-Based,Static,2.65
JOB_281,2024-01-01 04:40:00,2024-01-01 04:40:00,81.2,5788,4250,1.77,179,IoT,1655,973.84,High,Round Robin,Static,2.61
JOB_282,2024-01-01 04:41:00,2024-01-01 04:41:00,37.04,6312,4160,8.86,828,Enterprise DB,4093,125.59,High,ASB-Dynamic-CapsNet,Dynamic,0.54
JOB_283,2024-01-01 04:42:00,2024-01-01 04:42:00,40.05,7009,4705,5.35,801,Cloud,2028,491.77,Low,Priority-Based,Static,2.17
JOB_284,2024-01-01 04:43:00,2024-01-01 04:43:00,17.52,5797,4865,1.28,884,IoT,4555,414.4,Low,FCFS,Static,2.61
JOB_285,2024-01-01 04:44:00,2024-01-01 04:44:00,56.26,1154,3712,6.36,219,Cloud,2930,107.15,Low,FCFS,Dynamic,2.35
JOB_286,2024-01-01 04:45:00,2024-01-01 04:45:00,12.88,5981,1789,0.59,265,Enterprise DB,2720,275.52,Medium,FCFS,Dynamic,3.88
JOB_287,2024-01-01 04:46:00,2024-01-01 04:46:00,47.25,1259,1416,7.87,692,Social Media,3766,38.16,Low,Priority-Based,Dynamic,0.8
JOB_288,2024-01-01 04:47:00,2024-01-01 04:47:00,53.41,7282,4929,6.68,82,Social Media,4985,878.18,High,FCFS,Static,3.97
JOB_289,2024-01-01 04:48:00,2024-01-01 04:48:00,32.92,2298,3286,2.52,156,Enterprise DB,4334,611.77,High,Priority-Based,Dynamic,3.71
JOB_290,2024-01-01 04:49:00,2024-01-01 04:49:00,57.27,5659,4120,4.06,349,Cloud,4422,816.87,Medium,Priority-Based,Static,4.5
JOB_291,2024-01-01 04:50:00,2024-01-01 04:50:00,12.44,3471,4454,0.57,326,Enterprise DB,2204,526.34,Low,ASB-Dynamic-CapsNet,Static,1.87
JOB_292,2024-01-01 04:51:00,2024-01-01 04:51:00,12.99,5011,1245,7.09,627,IoT,2854,603.51,Medium,ASB-Dynamic-CapsNet,Dynamic,0.88
JOB_293,2024-01-01 04:52:00,2024-01-01 04:52:00,75.81,3926,4494,3.57,615,Cloud,2270,703.85,Medium,ASB-Dynamic-CapsNet,Static,3.79
JOB_294,2024-01-01 04:53:00,2024-01-01 04:53:00,38.82,754,660,5.93,584,Enterprise DB,4039,908.93,Low,ASB-Dynamic-CapsNet,Static,2.94
JOB_295,2024-01-01 04:54:00,2024-01-01 04:54:00,20.16,5762,2012,9.59,163,Social Media,1048,100.83,Medium,ASB-Dynamic-CapsNet,Dynamic,3.56
JOB_296,2024-01-01 04:55:00,2024-01-01 04:55:00,51.78,4323,1964,3.34,264,Enterprise DB,771,337.64,Low,FCFS,Static,4.98
JOB_297,2024-01-01 04:56:00,2024-01-01 04:56:00,71.6,2376,396,9.91,360,Cloud,1264,711.94,Low,FCFS,Static,0.97
JOB_298,2024-01-01 04:57:00,2024-01-01 04:57:00,27.27,3257,2509,6.51,556,Enterprise DB,1743,958.77,Medium,FCFS,Static,2.06
JOB_299,2024-01-01 04:58:00,2024-01-01 04:58:00,59.83,3124,2736,2.8,844,Social Media,3444,981.0,High,ASB-Dynamic-CapsNet,Dynamic,0.96
JOB_300,2024-01-01 04:59:00,2024-01-01 04:59:00,16.83,5495,1561,4.65,321,IoT,4075,641.72,Low,Round Robin,Static,4.3
JOB_301,2024-01-01 05:00:00,2024-01-01 05:00:00,14.13,6654,4392,7.53,817,Enterprise DB,3629,201.66,High,FCFS,Dynamic,0.08
JOB_302,2024-01-01 05:01:00,2024-01-01 05:01:00,52.51,4621,2368,4.74,774,Enterprise DB,2853,128.02,High,FCFS,Dynamic,0.68
JOB_303,2024-01-01 05:02:00,2024-01-01 05:02:00,53.25,3504,1094,1.15,678,IoT,2280,946.58,Low,Round Robin,Static,1.24
JOB_304,2024-01-01 05:03:00,2024-01-01 05:03:00,60.99,5016,107,2.1,143,Enterprise DB,4862,439.59,High,ASB-Dynamic-CapsNet,Dynamic,3.86
JOB_305,2024-01-01 05:04:00,2024-01-01 05:04:00,68.09,4234,2691,8.02,957,Social Media,508,202.87,Medium,Priority-Based,Static,3.14
JOB_306,2024-01-01 05:05:00,2024-01-01 05:05:00,88.07,1744,2615,6.66,138,IoT,1751,934.55,Medium,Round Robin,Dynamic,1.94
JOB_307,2024-01-01 05:06:00,2024-01-01 05:06:00,51.3,6472,4515,5.91,445,Social Media,676,113.48,High,Round Robin,Dynamic,0.79
JOB_308,2024-01-01 05:07:00,2024-01-01 05:07:00,35.84,7139,1517,2.09,289,Social Media,2506,732.28,Medium,FCFS,Static,1.61
JOB_309,2024-01-01 05:08:00,2024-01-01 05:08:00,73.61,5856,2416,8.46,367,Social Media,256,629.01,Low,FCFS,Dynamic,3.72
JOB_310,2024-01-01 05:09:00,2024-01-01 05:09:00,31.67,6880,4032,9.63,939,Cloud,3366,96.86,Low,ASB-Dynamic-CapsNet,Static,1.91
JOB_311,2024-01-01 05:10:00,2024-01-01 05:10:00,45.12,1508,1387,0.89,892,IoT,1406,345.36,High,Priority-Based,Static,2.31
JOB_312,2024-01-01 05:11:00,2024-01-01 05:11:00,16.28,4814,2944,1.24,261,Cloud,4818,158.43,Medium,Priority-Based,Static,3.04
JOB_313,2024-01-01 05:12:00,2024-01-01 05:12:00,12.03,2010,1218,8.9,144,Cloud,3646,608.45,High,Round Robin,Static,4.56
JOB_314,2024-01-01 05:13:00,2024-01-01 05:13:00,87.01,2459,652,8.25,852,Enterprise DB,1989,482.34,Medium,ASB-Dynamic-CapsNet,Static,1.25
JOB_315,2024-01-01 05:14:00,2024-01-01 05:14:00,76.88,3008,760,6.37,532,IoT,2845,14.23,Low,Priority-Based,Dynamic,2.24
JOB_316,2024-01-01 05:15:00,2024-01-01 05:15:00,65.68,5258,815,9.48,813,Enterprise DB,4418,975.95,Medium,Round Robin,Static,1.55
JOB_317,2024-01-01 05:16:00,2024-01-01 05:16:00,42.72,3182,3685,6.64,669,Cloud,2723,356.09,Medium,FCFS,Static,2.33
JOB_318,2024-01-01 05:17:00,2024-01-01 05:17:00,23.86,7811,3861,2.55,328,Enterprise DB,1099,265.62,High,Priority-Based,Static,3.48
JOB_319,2024-01-01 05:18:00,2024-01-01 05:18:00,22.51,1489,2629,7.42,89,Social Media,2641,230.22,Low,Round Robin,Static,2.41
JOB_320,2024-01-01 05:19:00,2024-01-01 05:19:00,30.02,4784,4070,6.63,200,Cloud,3839,167.23,Medium,Priority-Based,Dynamic,4.17
JOB_321,2024-01-01 05:20:00,2024-01-01 05:20:00,53.94,754,3507,9.86,462,Social Media,4054,999.15,Low,ASB-Dynamic-CapsNet,Dynamic,2.77
JOB_322,2024-01-01 05:21:00,2024-01-01 05:21:00,67.17,4663,1558,2.53,353,IoT,140,302.16,Medium,Round Robin,Dynamic,1.93
JOB_323,2024-01-01 05:22:00,2024-01-01 05:22:00,62.82,5211,3367,6.18,39,Enterprise DB,525,411.46,Low,ASB-Dynamic-CapsNet,Dynamic,3.91
JOB_324,2024-01-01 05:23:00,2024-01-01 05:23:00,32.39,6979,954,7.91,423,Cloud,2096,872.64,Medium,Round Robin,Static,2.16
JOB_325,2024-01-01 05:24:00,2024-01-01 05:24:00,86.39,7314,4860,3.72,880,IoT,4871,645.47,Low,FCFS,Static,2.58
JOB_326,2024-01-01 05:25:00,2024-01-01 05:25:00,69.03,7464,3637,4.11,377,Social Media,3740,375.01,Medium,Priority-Based,Static,4.97
JOB_327,2024-01-01 05:26:00,2024-01-01 05:26:00,54.35,5469,1997,8.94,750,Enterprise DB,4075,899.35,Low,FCFS,Static,3.93
JOB_328,2024-01-01 05:27:00,2024-01-01 05:27:00,58.94,6943,372,4.34,605,Enterprise DB,3316,752.23,Medium,ASB-Dynamic-CapsNet,Static,4.28
JOB_329,2024-01-01 05:28:00,2024-01-01 05:28:00,43.57,6221,4187,6.43,511,Cloud,4679,235.62,Medium,Priority-Based,Static,2.96
JOB_330,2024-01-01 05:29:00,2024-01-01 05:29:00,29.82,4952,1372,8.95,671,Enterprise DB,2795,647.3,Low,FCFS,Static,1.74
JOB_331,2024-01-01 05:30:00,2024-01-01 05:30:00,38.48,755,4474,2.49,882,Enterprise DB,134,923.17,High,Round Robin,Static,4.96
JOB_332,2024-01-01 05:31:00,2024-01-01 05:31:00,70.63,1507,4119,9.83,710,Social Media,2689,501.5,Medium,Round Robin,Static,1.22
JOB_333,2024-01-01 05:32:00,2024-01-01 05:32:00,11.15,6996,915,7.17,30,Social Media,4986,736.28,Medium,FCFS,Static,4.36
JOB_334,2024-01-01 05:33:00,2024-01-01 05:33:00,19.29,2255,4471,5.21,558,Social Media,126,971.39,High,Priority-Based,Dynamic,4.56
JOB_335,2024-01-01 05:34:00,2024-01-01 05:34:00,13.68,3071,1022,4.59,255,IoT,2480,693.51,Medium,ASB-Dynamic-CapsNet,Dynamic,4.09
JOB_336,2024-01-01 05:35:00,2024-01-01 05:35:00,13.26,4408,4837,9.57,292,IoT,3554,111.41,Low,Round Robin,Static,0.57
JOB_337,2024-01-01 05:36:00,2024-01-01 05:36:00,78.44,3497,4700,2.45,623,Enterprise DB,2474,252.11,High,ASB-Dynamic-CapsNet,Static,4.27
JOB_338,2024-01-01 05:37:00,2024-01-01 05:37:00,66.29,3303,4967,3.46,940,IoT,2271,599.15,Medium,Priority-Based,Dynamic,3.32
JOB_339,2024-01-01 05:38:00,2024-01-01 05:38:00,47.93,4265,1364,3.42,815,Cloud,455,282.8,Low,Priority-Based,Static,3.4
JOB_340,2024-01-01 05:39:00,2024-01-01 05:39:00,17.83,4879,3824,3.25,241,Social Media,2179,957.97,Low,Round Robin,Static,3.93
JOB_341,2024-01-01 05:40:00,2024-01-01 05:40:00,49.33,3883,2887,4.95,325,IoT,4166,411.3,High,ASB-Dynamic-CapsNet,Static,2.45
JOB_342,2024-01-01 05:41:00,2024-01-01 05:41:00,47.88,598,2822,9.9,847,Enterprise DB,447,462.66,High,Priority-Based,Static,1.34
JOB_343,2024-01-01 05:42:00,2024-01-01 05:42:00,23.86,696,4323,8.94,809,Social Media,1850,704.59,High,ASB-Dynamic-CapsNet,Static,2.87
